word,sentiment_coeff
asylum,3.0747285565846467
newest,3.1040451596921947
rip_off,3.217909871566544
beginning,2.98567128843548
whom,3.1372301759807724
illegal_immigrants,4.200419608571748
can,3.128576112746746
understand,3.069262680808207
nor,2.9298388044217734
speak_english,2.9360734302332
texas,2.8222169591796384
man,2.9355302723773
sneaking,3.9410496700134905
them,2.960950617648545
across,2.885056146858454
border,3.028134074860287
yet,3.0015289923234545
when,2.954281469574642
train,2.869497110102628
meet,2.8892420559571863
friend,2.865901237634467
understanding,3.3952015364936647
speaking,2.9183710778809027
english,2.8662156131059127
aside_from,3.073028423429213
being,2.9822503180877677
pretty,3.12052548631999
bad,3.406121053035899
depiction,3.363800024087115
hollywood_formula,4.030457417829984
utterly_boring,4.1146631198334696
at_least,3.4513238997949407
chance,3.014139302671521
wax,3.0483418394800523
comedic,2.9790824024704627
attempt,2.9150321735912543
remotely_interesting,3.4849501848237985
mallachi_brothers,5.025554080634723
most,3.1073110104414448
boring,3.3114079846076354
ve_ever,3.133411666770175
seen,3.1568391078949865
an_electrical,4.407581411742241
engineer,3.481586281766418
gee_wonder,4.296932803759696
comes,2.8423258050362485
handy_later,5.06016011133614
stoner,3.0103476894614034
surfers,3.169856315232228
down,2.9100046483760766
our,2.9267335875095073
main_characters,2.8719891765828263
attempting,2.845531104826346
fight,2.9931903179499892
snake,3.107537100591773
curse,2.9199896735227466
lurks,3.5001472567709397
husband,2.9830468688533522
wife,3.242947292274975
entertaining,3.300556553156295
gory,3.2238614576372138
still,3.2233642281605652
been,3.011536475971344
funny,3.229804586237793
short,3.1361158037412356
instead,3.0564742534098315
takes_itself,3.218994982183758
too_seriously,3.029644716993383
camps,3.34954617090394
up,2.9707792895224854
moment,2.898561011540951
taking,2.862258443626809
small_budget,3.3770199272051116
making,3.1022563224733597
set,2.897241490619818
precedent,3.7579856824275204
force,2.9808348604000345
against,3.044946942518913
knock_offs,3.9655827426515127
seem,3.0074322455612075
trying,2.876040145457267
looks,2.908724015569105
incredibly,3.133712692172357
artificial,3.1620744717165667
stage_play,3.032853348490839
inconsistent,2.9828945744925646
awfully,3.182396438850755
bland,3.056350300784488
set_pieces,2.9594851309375634
try,3.0614595158425137
desperately,2.888148026325048
actual,3.0530156641064674
cars,2.914951159104569
every,3.1003357590509792
often,3.0429307654383333
shakes,3.14625879619312
background,2.9368586601840434
windows,3.2149181556733923
blurred,3.234114273785324
sound_effects,3.1381375339769293
go,3.071691678668906
now,3.1618767023442587
then,3.0934823624679746
let_us,2.9827699742102602
know,3.1093755701755024
they_re,2.995560736585541
actually,3.337385412842822
mention,3.062665880178873
large,3.041904465437355
extended,3.083778623930451
ten,3.0628806438834726
passengers,3.3130567566019598
beyond,3.010558815226511
drawn_out,3.2174186125667785
sex_scene,3.080394287811103
we_re,2.918166961831166
forced,2.844442336928781
subjected,2.9550501657770036
plot,3.176334081078612
makes,2.948776014276641
zero,3.1162338702882866
sense,3.0778136539112335
around,2.880083513306009
fact,3.1394850167096835
lethal,3.5532419978930596
venomous,3.454871818516272
or,3.1554366429896787
dangerous,3.024218251102627
rest,3.083536910205466
staggers,4.147713997618409
onto,2.944142694469815
minute,3.1700830995105234
carnage,2.9596489261003014
subplot,2.806522746461202
an_ex,3.122205160975902
drug,2.889151668216051
agent,2.9063715845774207
molest,5.1678769842542795
passenger,3.4851241960016397
ends,2.870007780446014
really,3.3242942930618407
ridiculous,3.1670662366147293
climax,2.9144420525720753
which,3.0903784371575815
poorly,3.1029791091115317
computer_generated,3.2270643296573107
animation,3.141599739433606
completely,3.129037160133836
swallows,4.007044730407953
whole,3.1446690930807666
dispensed,4.463656199853516
method,3.0873474877445233
should_have,3.033314826152352
again,3.163871750774618
hackneyed,3.0874342596802613
lazy,3.054724202453343
horribly,3.102830923461034
directed,3.0167658133281847
another,3.0158806074847675
memorable,2.9671039319409456
recommended,3.250402464835836
me,3.2796224693657354
said,3.2720792552411204
cute,3.0082429258336214
cuddly,3.235934826055707
lesbian,2.8173429956463925
sexuality,3.295627038427261
flick,3.4463736588721905
boy,2.869233106179118
wrong,3.146442439576858
guess,3.3419972868704324
growing_up,2.8310782359547177
discovering,2.9871167043897144
yourself,3.1549782681481826
thru,2.9729536393496305
trial,3.0699161712382086
tribulation,3.369913137510373
full,2.9991626235843833
vibrant,3.2147887632029226
story,2.9487950888233865
enough,3.1434948702998353
thrown,2.9718011028784876
theater,3.127607326500203
performances,2.956867818855829
keep,2.9583259738658914
anyone_interested,3.1069130438618027
rachael_stirling,3.3701805589398495
so_many,3.1003215220523987
tries,2.8059894795788733
finding,2.8019464844803865
love,2.859596512207368
she,2.829852449919446
desires,3.299137497621331
find,2.9918787508597924
person,2.8869994917491555
scared,3.017150377832772
reveal,2.906851591111865
ran_out,3.3032561532781566
flo,3.4677060133330597
remarkable,3.105458453130015
spent,3.0447135354389427
couple,2.935826789249208
hours,3.0842672130721493
recall,2.9472992281422465
ve_seen,3.318125574382408
discover,2.896962611602609
quiet,2.9583075219445756
sister,3.002545281264789
alice,2.7876818030793453
mohicans,4.104125122674231
luckily,3.008247379479071
raised,2.837299759062984
liberal,3.145269930721066
family,2.867239801347484
issues,3.2231120079863347
people,3.0411422155679144
missing,2.933545630769652
flicks,3.2717674888772295
m_glad,3.3645511522841804
took,3.037852991469774
my,3.1670223514715214
advise,3.2240300637098125
tried,3.1166452984659916
enjoyed,3.2739491958720732
i_saw,3.1698326895645303
gary_busey,3.1271428848370535
fred_williamson,3.812873594974778
thinking,3.2119844483926214
buddy,2.853181938644342
cops,2.971906190577428
busey,3.563236581055321
opening_scene,2.9079453356730047
show,3.1320253841976653
until,2.946380580692831
minutes,3.2696449446559797
every_scene,2.9342947031566027
awesome,3.1287007384419745
especially,2.954565807268304
disguises_himself,4.302148767092439
blind,2.8453028919537426
hobo,3.860749497757598
what,3.1046322262428045
incredible,2.9663264259375546
stalking,3.264350266482082
killing,3.031921303333849
phone_sex,3.2056100489122326
operators,4.607392037872186
point,3.0520051225185076
thats,3.2331073565851494
turns_out,2.9767310767950788
m,3.192981046504827
partly,2.9955835076842985
killer,2.9134184031895787
calling,2.970348239794481
harassing,3.702928874772005
women,2.9087523599573455
phone,2.8898157069819317
don_know,3.2014135626598104
connected,2.961038786777051
does,2.901386535415326
kicks,2.9413042862419054
little_gem,3.3696446463090344
mutant,3.131792400805709
slugs,3.199272146976737
small,2.832590616953904
new_england,3.3539438608061243
town,3.202461265313716
stop,2.9653233686191047
mike_brady,5.241434792141438
wasn,3.2607272286959468
laughable,3.1936159885530797
stay_tuned,3.7141657454230934
footage,3.029038068146048
known,2.922943051683372
stock_footage,3.068773988721202
no_matter,2.9417744752667785
attack,3.0365381903714033
same,3.0146880263500213
piles,3.191730549324462
oozing,3.2176247836238945
everywhere,2.9663084789955168
shown,2.9173377724574205
singular,3.6209411358797983
occupies,3.1705273563722307
half,3.0217520965180404
acting,3.164518722663767
knock_down,3.583203387292285
drag,2.976806550034084
steal,2.9740331429005566
your_wallet,3.8492314832102155
punch,3.0171259824495786
your,3.1043335417715108
girlfriend,3.0559357804816973
kill,3.0289037499933027
dog,2.8974854294625425
worse,3.221461498479724
you_re,3.1032648056338186
hard_pressed,3.5272881322598346
gem,3.110300717675255
you_guessed,3.313340986622361
must,3.057504888122776
taken,2.8887347397504954
few,3.1631958170784813
night,2.893598657067772
ymca,3.3468374002865406
best,3.069274532004865
bunch,3.0387751997073353
horror,3.227694594386228
taken_seriously,3.2708695574228352
isn,3.2053224661089033
crying_out,3.068441894623181
loud,2.982157687269737
entire,3.0906105428796042
rising,3.0319405487578126
avoided,3.1512746721641456
mst,3.395777511790892
type,3.080733135514918
environment,3.399541355563951
otherwise,3.2124432063978645
see,3.18538606417259
major,2.8816809259015486
damage,2.9338252009869774
brain,2.990135267071436
stephen_king,3.140416990005182
adaptation,2.993042620482535
scripted,3.0965859165081446
king,2.7715366587806303
himself,2.866233463600525
newcomers,3.6972979997330477
rural,3.2331145927477136
maine,3.3737485518903276
pet_cemetery,4.306828919057173
close,2.9240085646307965
home,2.9883396847986754
father,2.964574543466272
dale_midkiff,4.435004604210399
finds_out,3.0670702545338147
ground,2.9249707434394026
powers,2.8379542249379153
resurrection,3.1424077705774334
anything,3.2000367602979525
buried,2.9947020964203506
comes_back,3.0461096429975587
quite,3.103131633675323
below_average,3.484012917436098
picture,3.009007161114626
starts_out,2.94019961800144
clumsy,2.9286632590768793
insulting,3.112853312945635
inept,2.9993678410288287
continues,2.889151249333658
absolute_worst,3.4200657843439375
element,3.025575805977633
worthless,3.2393134278323723
gets,2.888904755439091
toward,3.0270403220556013
end,2.9921672331366023
genuinely_disturbing,4.1926801665805895
finale,2.9532762845399816
disturbing,2.986704756906966
dismiss,3.188202726714323
decent,3.269488738121706
supporting_performances,3.523879789133802
fred_gwynne,3.971629388754197
wise,2.805967750736558
aged,2.9465656803933777
neighbor,2.9223272047699176
brad,3.448260873143359
disfigured,3.3971924701529854
spirit,2.9358967872872883
redeem,3.2191592055634204
usual,2.9041554124866917
cameo,3.0136445066130575
minister,3.274288466385864
followed_by,2.9062220751203016
sequel,3.275605486874687
directed_by,2.9423271192795086
mary_lambert,3.649218213118783
wonder,3.0531938562706333
mainstream,3.0978811813500924
since,3.226703236664348
normally,3.1711548522081427
don,3.202015886659373
chuck_norris,3.26364014863268
appreciate,3.1698790220111235
martial_artist,3.065539693812166
fight_scenes,3.1423845217321933
usually,3.213562257075722
fairly_well,3.010470317875548
choreographed,2.9575600149176955
chuck,2.9070033564086457
undeniably,3.199865625910613
martial_arts,2.9969275694445474
greats,3.247346234479661
local,3.106130376715808
used_bookstore,4.722893442402984
found,3.1354377495171635
hadn_seen,3.5047631745510044
worse_than,3.3350849907019406
hoping,3.1552088879994544
fight_scene,3.1066795674836323
quickly,2.9283606360004333
began,2.96728739177627
realize,3.0026047766166037
wasn_a,3.100702795665675
typical,2.9293627624065603
rather,3.028990716669567
christian,2.934635275560874
destined,2.950429064356852
illustrate,3.869163638886528
win,2.8427596482002557
paradigm,4.0227943407552775
nothing,3.1527768832886
packaging,3.5206382744454743
indicate,3.1183418289201312
exception,3.0250480792077803
label,3.291076852010195
goodtimes,4.5545926479070555
entertainment,3.2925969634233105
never_heard,3.0643191063629147
ll,3.1522072345584817
certainly,3.1730620954398567
company,2.894355383566534
problem,2.997812928930178
christianity,3.4818629559387926
sneaky,3.3606844403926033
proselytizing,3.688430860927282
religious,3.20072323000877
viewer,3.1351519337510263
only_redeeming,3.4074444169327167
part,2.9913292693211386
exercise,3.1277623491189805
spend,2.9698868859023464
great,3.1014950892410615
during,2.8690380200363306
supper,3.967161045212004
cooking,3.072862333944919
eating,3.0459898264028995
re_looking,3.171902062850041
mediocre,3.3449044572154634
don_bother,3.4483592788565374
offer,2.9802806029182958
wilson,3.260500540017939
stars,3.0632096148342542
ooh,3.1867001425784145
tough,2.811699204530859
name,2.958158824824276
vampire_slayer,3.271414011148937
goes,2.9173595015680687
vampire,2.8926794716721504
army,3.0380113640606927
different,2.931897929508577
vampires,2.9266939094061275
killed,3.092496321693671
silver,3.2647990226658647
crosses,3.1747085626287497
sunlight,3.3053230021470434
through,2.8737669009111766
snapping,3.984064974016716
their_necks,3.7256074255327007
how_convenient,4.050862195630301
cuts,2.9120837380606885
budget,3.25213532491582
here,3.1505863820657867
cutter,3.990885231960094
runs_into,3.7511795380412263
reporter,2.936155023960458
melanie_smith,5.359261967151234
trancers,3.4345561462421457
iii,2.9257278251201275
fame,2.8843068096615307
night_hunter,3.3401547709211497
action_sequences,3.054783838112308
shake,2.9829793815347636
no_reason,3.0102349605523746
fight_sequences,3.385421328410134
although,3.1243729388195725
meant,3.0826383206595778
emphasize,3.2167319761132807
mood,2.9915601459670618
jarring,3.010962176330599
botched,3.0184790236111008
beyond_belief,3.5938574194018873
disguised,3.58840413980396
disjointed,3.1295370056789604
editing,3.1590484885327825
interest,2.9598524226891927
indeed,3.101540968186065
predates,3.2234043073842793
blade,2.976133307730527
however,3.2316750830325978
roger_corman,3.377035788591694
basically,3.166436420908589
turkey,3.178929588334041
pay,2.995270027960295
unfortunately,3.1613163111370213
am,3.164107638576715
cater,3.267128573992935
section,2.9859217671595832
store,2.9862562431490605
looking,3.016032008045653
gems,3.1419695819131412
line,3.0035701662461474
always,2.952959405743128
run,2.8979619888413257
turds,3.6784952605485945
world,3.1393768173332726
turd,3.4949085240194417
goodnight_mr,4.449893468222032
tom,2.8385930359400486
paper,2.9770477731879614
large_dose,4.082604429006556
maudlin,3.2330115661890666
sickly,3.525975523100712
sentiment,3.266061147410393
talented_director,3.2443300556827106
jack,2.936665754079993
gold,2.9738886242487625
an_expert,2.9188022850087867
touching,2.9059318913178576
emotions,3.192135965340424
manner,3.2398653542008304
emerges,3.1145528660820245
compelling,3.186636521873723
deeply_moving,3.5615474998666694
excellent,2.9473607878207244
production,3.162881813477525
lead,2.92154491543183
tv,3.3158565760022984
possibly,3.1087536185653786
ve,3.180965859156817
even_greater,3.3624568659667
success,2.900778434025631
been_released,3.211279323723392
cinemas,3.1974602600457755
evacuation,4.018236668026489
children,2.8510067599594504
countryside,3.217592838571976
towns,3.509585865994577
villages,3.758720726296831
world_war,2.8958212647742525
ii,2.8831658933435285
common_practice,4.194148412989614
case,3.0220077150055324
young_boy,2.847952564297673
doubly,3.5595757868001208
important,3.112583461617218
wretched,3.206582132768035
life,3.0371076144280953
horrors,2.9297332115542147
war,3.1610421770311223
front,2.930701064311566
construction,3.094236770378111
throat,3.0820185045731803
misty_eyed,3.9936140547598526
ending,3.1211034917320672
leaves_us,3.416502175421747
happened,2.9771224319169742
worthy,3.1185250845790904
comparison,3.1072873536854404
classic,3.1136490167901116
probably,3.3887645271030156
give,3.142423327556203
than,3.0330651977182024
deserves,3.0887674000224203
halloween,3.079344001492494
knott,3.682303098773107
scary,3.214110674181361
farm,3.0544433391524963
cheesy,3.410553960125103
oh,3.1246945172179084
cost,2.979369043600902
dollar,3.169735838627365
stuff,3.327392873501795
resisted,3.624137420408593
urge,3.0899526460936966
sure,3.2457182836784346
obvious,3.0757023071883918
opening,2.9621749531959365
b_movie,3.4691534860025293
category,3.099265824443189
decoteau,3.833115567759545
horror_movies,3.2977176288180345
brotherhood,3.1623162014060133
video,3.32342082151862
cents,3.3900476906630415
afraid,2.9192980750555106
beefy,3.544930076793179
college,2.891890334232749
boys,2.8543780382983925
stagger,4.381682846338467
rubbing,3.894918756604378
underpants,4.375754765157739
cutaway,3.5324170275352236
expensive,2.9682804407649
multiple,2.9752761263542578
flat,3.00900389322463
lighting,3.0363822285774367
pinpoint,3.4081840804258112
refreshing,2.9705769058393274
director,3.057607697969317
money,3.0044611944801582
pull_off,2.9533793654194005
half_decent,3.565586471621698
job,2.79420125793282
commendable,3.269388207444181
share,2.900490528227574
merits,3.2063497209549565
photography,2.9482599376085026
pretty_good,3.170527509756166
bright,2.7905285648911207
surprises,3.0121413152279475
whole_thing,3.2393584173922516
sort,3.0456206522486813
somehow,2.98083762806309
college_kids,3.1174797243737267
unknown_reason,3.650461416992945
stuck,3.015745649176142
warehouse,3.3536474869994923
decorating,4.403903444263258
house,2.9771252821055816
creepy,2.877215670649487
old_man,2.950392941039365
gives,2.8939297655748435
satanic,3.381857517047067
book,2.985894129421727
accidentally,3.20559713378972
summon_up,4.374400955172407
hell,3.123129884560221
results,2.9604633012802095
costumed,3.3944877841051015
haunted_house,3.1197872687574546
becoming,2.890995150377861
made,3.242916745571337
causing,3.0903200366321535
lot,3.2416182831095703
mayhem,2.9033599992896524
human,3.198055391174704
suffering,3.163886527845971
along,2.805613164063833
are_treated,2.9956609217095296
oddly,2.857541519214588
complex,3.307740903698299
thoughtful,3.226475961344624
lesbian_relationship,4.163836111263762
well_rounded,3.1016956940403513
yes,3.214360560643736
salacious,3.2069793871266006
legit,3.5937303950132247
lesbians,2.9370763759375977
shows,2.9339518700549965
having_sex,2.978716031129033
unusual,3.0157020934440224
effort,3.214882648086533
without_resorting,3.449912329465432
cheap_exploitation,3.839326392472885
other,3.0458035714228693
held,2.8740767237320917
clearly,2.9755447898793412
emulate,3.133766431726224
stupid,3.2765773772850095
kids,3.009704619858402
sex,2.885273260326456
vibe,3.195905964806826
slashers,3.372732534779044
those,3.1735317149283224
already,3.117990441874203
exist,2.97558120973163
genre,3.179454384641506
has_been,2.903251452996087
death,2.9305515848608708
filmmakers,3.137571406613293
simply,3.2123986270910154
entry,2.984132221118811
without,3.013836435983758
irony,3.0784659534871524
living,2.9863263640736166
appreciated,3.0707976151954073
sat_through,3.506835446655197
want,3.1358071632924336
mindless,3.1427617793596023
set_up,2.888019718849002
endless,2.952833865718285
plot_holes,3.2193705231655736
dead,2.945767348453871
clich,3.057072283224621
unfortunate,2.888139391907182
overall,3.308948514562975
feel,3.1246163144958414
producers,3.184751682998436
envisioned,3.286221966904513
least,3.074840426232643
scenes,3.02313559414773
pretty_cool,3.331983713784944
d,3.382719245204719
existed,2.94337640539108
paying,2.996113832502993
on_dvd,3.2800487232629387
ll_never,3.16401787068492
possible_spoiler,3.451867747306128
brief,2.8763728610114114
business,2.846210707798449
girl,2.881272588641969
coffin,3.139181752757607
claustrophobic,3.06338087107395
changed,2.8931910473956544
ha_ha,3.275388826309084
review,3.320026274441312
imdb,3.242090053933177
few_years,2.965099515658829
using,2.8893876744424976
site,3.1071826419024138
constantly,2.879909379548906
anyways,3.2251419359441034
tube,3.2178801936157244
loved,3.045781483936265
mindset,3.307301677246757
minds,3.141822575556379
substitute,3.275843843469859
much_better,3.2295592127066133
rex,3.2038014829470596
speedy,3.4669260011697247
waking_life,3.8887366710255056
checking,3.3637233221287124
doesn_seem,2.875273904784225
many,3.0599336193589437
problems,2.937847398197255
poetry,3.113055968637517
close_minded,3.974577269597364
admittedly,3.1688579555446106
unique,3.016040552673126
well_acted,2.963178813053789
complain,3.564935315405747
wouldn_call,3.9040961932868914
reviewer,3.0979338834127876
pulled_off,3.1362424841288803
scene,2.9191323349070175
better_than,3.2853699503802654
refrained_from,4.193077681383264
music,3.0421715370783864
remember,3.1490246001262916
made_me,3.111636691478723
smile,2.981049243186781
realistically,3.302793618983749
showed,2.9581354751952866
creative,3.1000737000762646
individuals,3.4045203850620225
surrounded_by,3.024775426361388
mediocrity,3.0899978050137413
whether,2.9737499356703347
beliefs,3.6257730628598024
attempts,2.9168091780727314
describe,3.1663067388371986
meaning,3.110902025915064
theory,2.9667333853440243
knowledge,3.1234780500449997
rambled,3.7507732667400786
confused,2.961694419782699
at_times,3.082702806664698
might,3.166183449205993
psychological_issues,5.278239550150395
moments,3.0023957250272413
clarity,3.4327129151479845
philosopher,3.3750501666620982
extraordinaire,4.122917772375324
noticed,3.116974086480843
little_details,3.216991646661462
expression,2.930433529045129
very_impressed,3.119818514516771
john_savage,3.867129265080391
teacher,2.8087136240069217
fail,3.0725452642823603
role,3.2045713464554524
pulled,2.959086784942562
brilliantly,2.957384444150891
say,3.266687961724462
write_review,3.720715198024792
after_reading,3.2552270163767156
comment,3.2346771263640806
saying,3.2075761122981192
sidney_poitier,3.783647434273392
poitier,3.4643063574807007
returned,2.844565942037822
decade,2.9827025675787686
break,2.849036592202722
creaky,3.2408893086336255
wikipedia,3.239011931210717
include,2.9152326526814427
top,3.0152365567742367
inspiring,2.9870843660869886
including,2.893486807096695
berenger,3.8996648621980787
rube,4.3675780459878855
city_slicker,4.068052253986131
hunt_down,3.737035523407168
canada,2.942492715203586
attempts_at,3.033818622010594
bonding,3.3400773384055222
cringeworthy,3.5516933599367366
awkward,2.867748312410276
helped,2.888267786854505
kirstie_alley,4.9945615959907625
hostage,3.31390373157401
underused,3.54748707029046
ignored,2.9332421083182485
